round,client,l2,proj0,proj1,proj2,proj3,proj4,proj5,proj6,proj7,proj8,proj9
36,99,59.86092758178711,-51.394927978515625,-12.58287239074707,30.308053970336918,-32.30924224853516,27.64182472229004,-54.98784637451172,-19.79917526245117,-24.501998901367188,81.40711212158203,13.218236923217772
37,99,55.84281921386719,-32.159767150878906,21.53705596923828,154.7985382080078,-32.315216064453125,-2.5047006607055664,-80.1823959350586,69.20599365234375,22.429346084594727,38.34675598144531,74.16109466552734
38,99,131.9646759033203,-54.57210159301758,-98.8743896484375,-117.0593490600586,-77.86085510253906,-319.460205078125,-89.33432006835938,-10.735897064208984,-59.5930061340332,-60.11215972900391,65.78080749511719
39,99,126.99486541748048,36.85844421386719,4.513229370117188,-246.7772216796875,-41.57313919067383,126.5714111328125,-256.5402526855469,258.5829162597656,176.70021057128906,-66.16355895996094,17.827306747436523
40,99,55.48599243164063,-34.38080978393555,6.078777313232422,13.13818359375,-69.74905395507812,-23.182422637939453,20.22386741638184,-89.73519134521484,-111.07681274414062,-16.342208862304688,-82.24015045166016
41,99,102.34905242919922,29.811922073364254,-34.822750091552734,-37.34200286865234,72.25154113769531,179.74679565429688,21.56387710571289,-55.889835357666016,-6.898253917694092,41.66812896728516,-104.29672241210938
42,99,59.13328170776367,-76.00753021240234,-37.75528335571289,6.38075065612793,-27.79534912109375,-40.42278671264648,-100.2926788330078,-64.66231536865234,-24.60948371887207,-4.997379302978516,-84.35211181640625
43,99,84.5328369140625,76.19026947021484,-64.61044311523438,-14.253582954406738,-109.80931854248048,-30.780426025390625,-28.42287826538086,70.9891128540039,-16.69705581665039,114.73147583007812,3.897506713867188
44,99,57.98080062866211,44.1987190246582,-82.55750274658203,29.21399307250977,-171.71484375,-58.93409729003906,1.9693946838378904,0.0160903930664062,15.337818145751951,-16.041723251342773,-18.661640167236328
45,99,59.54935836791992,-16.282960891723633,42.833099365234375,81.3133544921875,-110.55247497558594,-97.15242004394533,-181.0700225830078,53.94009780883789,-42.54322814941406,-72.48020935058594,-100.20999145507812
46,99,53.42565536499024,-24.671955108642575,-109.2036590576172,82.3424072265625,-13.066431045532228,25.941518783569336,-1.014657735824585,55.86332702636719,19.62294006347656,-33.33564758300781,-67.07076263427734
47,99,52.50254821777344,-6.481723785400391,-60.10110092163086,19.44318580627441,22.51133918762207,-33.52320861816406,123.0006866455078,59.41812133789063,24.90049743652344,-51.37163543701172,-76.36091613769531
48,99,83.63005065917969,-50.96287155151367,58.94742202758789,130.34104919433594,62.709571838378906,-8.285003662109375,23.09958267211914,-15.150467872619627,-125.66796875,-24.410694122314453,-13.90078353881836
49,99,70.30309295654297,-25.036056518554688,-90.79230499267578,-4.315142154693604,-6.688047409057617,-35.088226318359375,-96.04825592041016,49.04436874389648,-91.20365142822266,-49.10851287841797,-9.968894958496094
50,99,48.85348892211914,26.803083419799805,-17.654979705810547,120.41720581054688,117.7781219482422,8.717147827148438,53.339988708496094,-66.27830505371094,29.92811584472656,-6.678525924682617,1.7424278259277344
5,99,331.0172119140625,-187.7282867431641,-162.2267303466797,73.29769897460938,-361.7798156738281,-370.5313720703125,-561.5535888671875,243.00241088867188,-357.2079772949219,-66.01957702636719,-52.41794967651367
